image_name,number,pred_label,gt_label,iou,clip_pred,clip_top_prob,clip_entropy,clip_margin,L1,L2,correct,siglip_pred,siglip_top_prob,agreement,L3
DJI_0008.JPG,2,plastic,plastic,0.5869928853677696,plastic,0.7074589133262634,0.7416257353627452,0.45329222083091736,0.7074589133262634,0.5419270829518164,1,cage,0.25153690576553345,0,0.21677083318072654
DJI_0008.JPG,3,plastic,plastic,0.7693974803584226,plastic,0.8740549087524414,0.47227647186615873,0.7909840196371078,0.8740549087524414,0.7747878221482093,1,metal,0.2507982850074768,0,0.30991512885928374
DJI_0008.JPG,4,nature,plastic,0.8347651636262511,metal,0.704958975315094,0.655304999630234,0.4202139973640442,0.704958975315094,0.5508234453536657,0,cage,0.2510269582271576,0,0.22032937814146628
DJI_0034.JPG,4,nature,plastic,0.5324241110341871,plastic,0.7655856609344482,0.7122479131582184,0.6186892241239548,0.7655856609344482,0.6234988729866552,1,metal,0.2511598467826843,0,0.2493995491946621
DJI_0035.JPG,4,nature,plastic,0.7185457003015638,plastic,0.9446935057640076,0.257530991119305,0.9140967912971973,0.9446935057640076,0.8910069850598948,1,metal,0.2514575719833374,0,0.35640279402395797
DJI_0036.JPG,0,metal,plastic,0.8286791505258714,metal,0.8243598341941833,0.6004708439947675,0.6967139095067978,0.8243598341941833,0.6959751964287167,0,metal,0.2507365345954895,1,0.6959751964287167
DJI_0037.JPG,0,fishing gear,plastic,0.893715615500225,metal,0.5367507934570312,1.0248321344596927,0.18731647729873657,0.5367507934570312,0.3282690505638143,0,plastic,0.2507357895374298,0,0.13130762022552572
DJI_0038.JPG,1,wood,metal,0.755876210566322,plastic,0.7622833251953125,0.7135477334739513,0.6022224873304367,0.7622833251953125,0.6165966414218449,0,metal,0.25105124711990356,0,0.24663865656873796
DJI_0038.JPG,2,fishing gear,plastic,0.7924462846764482,plastic,0.546977162361145,0.7746625203081572,0.11290383338928223,0.546977162361145,0.367026702514955,1,plastic,0.2514803111553192,1,0.367026702514955
DJI_0038.JPG,3,fishing gear,plastic,0.6962079804841791,plastic,0.9008761048316956,0.384621766739977,0.8267899006605148,0.9008761048316956,0.8167400159151175,1,metal,0.2510715425014496,0,0.326696006366047
